_id,id,name,shortdescription,description,content,studycredit,location,contact_id,level,learningoutcomes,module_tags,interests_match_score,popularity_score,estimated_difficulty,available_spots,start_date,theme_tags
693c0ce3b5ad81e6e1d1c5e1,228,Branding: Strategic Brand Management,"Branding, brands, image, identity, positioning, concept, social entrepreneurship","Contributing to a better world through brands. In a changing world, making a meaningful contribution as a brand. Does your brand take social responsibility and give meaning to the world around it? You will learn how to translate the SDGs into practical applications and how brands can create concrete connections with society.","Contributing to a better world through brands. In a changing world, making a meaningful contribution as a brand. Does your brand take social responsibility and give meaning to the world around it? You will learn how to translate the SDGs into practical applications and how brands can create concrete connections with society.",15,['Breda'],85,NLQF6,"1. Interpreting key theories and the latest developments in the field of branding, enabling you to provide appropriate advice on building meaningful and future-proof brands. 2. Developing a brand plan in the role of brand consultant, enabling you to define an appropriate brand strategy for a meaningful brand based on thorough analysis.","['branding', 'brands', 'image', 'identity', 'positioning', 'concept', 'social', 'entrepreneurship']",0.36,167,3,67,2025-10-31T00:00:00.000Z,"['Creative & Media', 'Business, Finance & Economics', 'Social & Societal']"
693c0ce3b5ad81e6e1d1c5e2,229,International Business Operations,"Internationalization, country assessment, entry strategies, international business plan","International business expansion focusing on country assessment, market entry strategies, and the development of an international business plan.","International business expansion focusing on country assessment, market entry strategies, and the development of an international business plan.",15,['Breda'],86,NLQF6,"Assess countries, determine appropriate market entry strategies, and develop a comprehensive international business plan.","['internationalization', 'country', 'assessment', 'entry', 'strategies', 'international', 'business', 'plan']",0.43,486,1,48,2025-11-20T00:00:00.000Z,"['Business, Finance & Economics']"
693c0ce3b5ad81e6e1d1c5e3,230,International Project Management & Stakeholder Engagement 1 (15 EC) and 2 (30 EC),"International project management, stakeholder management, intercultural collaboration","This module focuses on international project management and stakeholder engagement in complex, intercultural contexts.",International project management and stakeholder engagement in an international and intercultural context.,15,['Breda'],87,NLQF6,"Develop a stakeholder engagement policy, apply ethics in international business, conduct international negotiations, manage competing interests, and apply lobbying and advocacy strategies.","['international', 'project', 'stakeholder', 'management', 'intercultural']",0.33,55,1,32,2025-09-26T00:00:00.000Z,"['Business, Finance & Economics']"
693c0ce3b5ad81e6e1d1c5e4,231,Trust the *&^% Process,"Play, failure, experimentation, discovery, personal exploration, anti-design, reflection, dealing with uncertainty and discomfort, trusting your own process, seeing opportunities, environmental sensitivity","By ridiculing, caricaturing and exaggerating the design process, students discover the value of the process itself. A key challenge is explicitly involving and guiding clients from non-design backgrounds through this process.","By ridiculing, caricaturing and exaggerating the design process, students discover the value of the process itself and learn how to involve clients from non-design contexts.",15,['Breda'],88,NLQF5,Develop trust in the value of one’s own design process and be able to demonstrate and communicate the power of this process to non-design professionals.,"['play', 'failure', 'experimentation', 'discovery', 'personal', 'exploration', 'anti', 'design', 'reflection', 'uncertainty', 'discomfort', 'trust', 'process', 'opportunity', 'awareness', 'context', 'sensitivity']",0.51,382,2,65,2025-10-06T00:00:00.000Z,"['Creative & Media', 'Spatial & Sustainable Development', 'Psychology & Behaviour']"
693c0ce3b5ad81e6e1d1c5e5,232,Tutorial Club,"Peer tutoring, knowledge sharing, collaborative learning",Tutorial Club offers students the opportunity to deepen their understanding of course material by supporting and tutoring fellow students in an informal and collaborative learning environment.,"Tutorial Club focuses on peer-to-peer learning, tutoring and collaborative knowledge development.",15,['Den Bosch'],90,NLQF5,To be determined,"['peer_learning', 'tutoring', 'collaboration', 'knowledge_sharing']",0.55,15,3,54,2025-09-01T00:00:00.000Z,[]
693c0ce3b5ad81e6e1d1c5e6,233,"Artistic Entrepreneurship for Art, Design and Performance","Personal branding, freelance entrepreneurship, networking, professional presentation, portfolio development, rights and obligations as a creative professional","As a creative professional, there is a strong chance that you will become a freelancer after graduation, especially if you want to stay in control of your own work. But how do you position yourself and your creative work in the market? In this module, you will learn the knowledge and skills needed for entrepreneurship. Topics include personal branding, presenting your work, building a professional network, filing tax returns and applying for subsidies. You will learn how to determine the value of your work, how to position yourself professionally, and how to acquire assignments. You will also have the opportunity to exchange experiences with creative entrepreneurs from the professional field and learn from their real-world practice beyond the educational environment.","This module focuses on entrepreneurial skills for creative makers, including personal branding, professional presentation, networking, portfolio development, and understanding legal and financial responsibilities such as copyright, taxes and subsidies.",15,"['Breda', 'Den Bosch']",91,NLQF5,"The student learns how to position and brand themselves as a creative professional within a chosen market, as preparation for freelance entrepreneurship, and gains insight into the legal, financial and professional conditions required to operate as an independent maker.","['personal_branding', 'freelance', 'entrepreneurship', 'networking', 'presentation', 'portfolio', 'copyright', 'professional_practice']",0.48,108,4,80,2025-09-08T00:00:00.000Z,['Creatief & Media']
693c0ce3b5ad81e6e1d1c5e7,234,Avans Innovative Studio – Foundation,"Personal development, interdisciplinary collaboration, innovation, prototyping, valorization","During this module, you will learn which knowledge and skills are needed for entrepreneurship. Topics include personal branding, presenting your work, building a professional network, filing tax returns and applying for subsidies.","This module focuses on developing entrepreneurial and innovative skills through interdisciplinary collaboration, experimentation, prototyping and value creation.",15,['Breda'],92,NLQF5,"The student demonstrates personal growth across six competencies. The student is able to create and experiment in a domain-specific and interdisciplinary manner, leading to innovative forms of multiple and sustainable value creation.","['personal_development', 'interdisciplinary', 'innovation', 'prototyping', 'valorization']",0.84,389,5,25,2025-12-22T00:00:00.000Z,"['Technologie & Digitalisering', 'Engineering & Techniek', 'Onderzoek & innovatie']"
693c0ce3b5ad81e6e1d1c5e8,235,Business Innovation,"Innovation, innovation methods, casework, business models, responsible innovation","In this module you will learn what innovation is and which innovation methods exist. You will learn the fundamentals of organizations and work on developing sustainable and responsible innovations. By the end of the module, you will be able to apply the Responsible Business Innovation Canvas. If you succeed, you will have a solid foundation to start your journey as an innovator.","This module focuses on understanding innovation and innovation methods, organizational fundamentals and the development of sustainable and responsible business innovations using the Responsible Business Innovation Canvas.",15,['Den Bosch'],93,NLQF5,"As a business innovator, the student develops an innovation pathway for a client. At the end of the module, the student designs this pathway based on knowledge of innovation fundamentals, organizations, organizational theory and innovation methods. The student is able to analyse complex challenges in order to make well-informed decisions during the design and implementation of an innovation, taking into account organizational innovation capacity, sustainability, ethical and societal considerations, as well as the feasibility, desirability and viability of the innovation design.","['innovation', 'innovation_methods', 'casework', 'business_models', 'responsible_innovation']",0.53,242,5,37,2025-12-08T00:00:00.000Z,"['Onderzoek & innovatie', 'Business, Finance & Economie']"
693c0ce3b5ad81e6e1d1c5e9,236,Business Innovation Design for Innovation,"Design thinking, visualization, fundamentals, branding","In the Design for Innovation module, you work as a designer on solving a problem. Together with your design team, you complete design assignments, referred to as ‘challenges’. Each challenge focuses on different areas within the design discipline.","In the Design for Innovation module, you work as a designer on solving a problem. Together with your design team, you complete design assignments, referred to as ‘challenges’. Each challenge emphasizes different areas within the design discipline.",15,['Den Bosch'],93,NLQF5,"As a business innovator and creative explorer, the student develops innovative products within the innovation process. By the end of this module, the student is able to generate ideas (diverge), challenge and select ideas (converge), visualize concepts through sketches or by building prototypes, and present ideas and concepts to users and clients. The student can apply creative design and making methods to create products, services and brands that align with the needs and wishes of the target group. The student is able to set up, execute, adapt and critically reflect on a design process, and apply it within an innovation project.","['design_thinking', 'visualization', 'fundamentals', 'branding']",0.48,46,4,70,2025-10-22T00:00:00.000Z,['Creatief & Media']
693c0ce3b5ad81e6e1d1c5ea,237,Business Innovation Research for Innovation,"Research for innovation, prototype testing, implementation research, concept testing","In this module, you learn to experiment with research methods that help you realize an innovation. Within an innovation process, several phases can be identified in which research plays a key role. You learn (innovative) research approaches to uncover the problem behind the problem, further develop solution directions, and realize a viable solution.","In this module, you learn to experiment with research methods that support the realization of innovation. Throughout the innovation process, research contributes to different phases. You apply innovative research methods to identify underlying problems, advance solution directions, and successfully implement an innovation.",15,['Den Bosch'],93,NLQF5,"As a business innovator, the student conducts research in all phases of an innovation project. By the end of this module, the student is able to make well-founded choices regarding research methods in each phase of the innovation process. During the exploratory phase, the student formulates relevant research questions and selects appropriate research methods. The student then maps both the current and desired situations by applying the chosen methods, after which a systematic concept test is designed and executed. Based on critical analysis and research, the student weighs perspectives of internal stakeholders and develops a feasible implementation strategy. The student is able to design, execute, adapt and critically reflect on a research process and apply it within an innovation project. Finally, the student reflects on the value of the applied research methods and the quality of their execution, contributing to more successful innovations.","['research', 'innovation', 'prototype_testing', 'implementation_research', 'concept_testing']",0.65,289,2,24,2025-11-18T00:00:00.000Z,['Onderzoek & innovatie']
693c0ce3b5ad81e6e1d1c5eb,248,Module 2.1 Orientation to the Professional Field,"traineeship, personal interests, exploration, wellbeing, personal growth",Students explore which role they want to take within the professional field of the built environment.,Students explore which role they want to take within the professional field of the built environment.,15,"['Den Bosch', 'Tilburg']",94,NLQF5,"Through experimentation, students discover which role they want to take within the professional field of the built environment.","['traineeship', 'personal_interests', 'exploration', 'wellbeing', 'personal_growth']",0.39,358,5,66,2025-10-17T00:00:00.000Z,"['Technologie & Digitalisering', 'Sociaal & Maatschappelijk', 'Medisch & Zorg']"
693c0ce3b5ad81e6e1d1c5ec,249,Module 2.1/2.3 Acquiring and Tendering,"(innovative) professional commissioning and contracting, storytelling",Students become familiar with modern and professional commissioning and contracting practices. Attention is given to innovative tendering and acquisition processes.,Students become familiar with modern and professional commissioning and contracting practices. Attention is given to innovative tendering and acquisition processes.,15,"['Den Bosch', 'Tilburg']",95,NLQF5,"In the role of client or contractor, students go through a tendering process, with attention to professional commissioning and contracting, sustainability, and innovation.","['innovative', 'professional', 'client', 'contracting', 'storytelling']",0.82,311,3,44,2025-10-26T00:00:00.000Z,"['Creatief & Media', 'Onderzoek & innovatie']"
693c0ce3b5ad81e6e1d1c5ed,250,Module 2.1/2.3 Circular Construction / Revitalisation,"circular construction, circular economy, sustainability, revitalisation, built environment",Students explore what the circular economy means within the construction sector and apply this knowledge in practice.,Students explore what the circular economy means within the construction sector and apply this knowledge in practice.,15,"['Den Bosch', 'Tilburg']",96,NLQF5,"Students investigate the concept of the circular economy, describe what circularity in the construction sector entails using theoretical models, and apply these models to a practical case.","['circular', 'construction', 'circular', 'economy', 'sustainability', 'revitalisation', 'built', 'environment']",0.35,190,2,21,2025-11-25T00:00:00.000Z,"['Ruimtelijke & Duurzame Ontwikkeling', 'Engineering & Techniek']"
693c0ce3b5ad81e6e1d1c5ee,251,Module 2.1/2.3 Creating and Experimenting,"creative design, product innovation, materials, prototyping, fieldlab","Students work on product innovations and new materials through prototyping, experimentation and creative design.","Students work on product innovations and new materials through prototyping, experimentation and creative design.",15,"['Den Bosch', 'Tilburg']",97,NLQF5,"Through prototyping, experimentation and creative design, students develop product innovations and explore new materials.","['creative', 'design', 'product', 'innovation', 'materials', 'prototyping', 'fieldlab']",0.94,104,3,29,2025-09-14T00:00:00.000Z,"['Research & Innovation', 'Engineering & Technology', 'Spatial & Sustainable Development']"
693c0ce3b5ad81e6e1d1c5ef,252,Module 2.1/2.3 Cultural Continuity and Development,"culture and behavior, historical awareness, multicultural society, participatory society","Students explore historical awareness, culture and behavior, the multicultural society and the participatory society in order to develop future-proof designs for the built environment.","Students explore historical awareness, culture and behavior, the multicultural society and the participatory society in order to develop future-proof designs for the built environment.",15,"['Den Bosch', 'Tilburg']",94,NLQF5,"Students develop insight into historical awareness, culture and behavior, multicultural society and participatory society, and apply this knowledge to create future-proof designs for the built environment.","['culture', 'behavior', 'historical', 'awareness', 'multicultural', 'society', 'participatory', 'society']",0.8,108,1,75,2025-11-29T00:00:00.000Z,"['Psychology & Behavior', 'Social & Society']"
693c0ce3b5ad81e6e1d1c5f0,253,Module 2.1/2.3 Societal Transitions,"climate change, climate adaptation, energy transition, water management, change management, product innovation",Students develop solutions for challenges in the built environment that arise as a result of societal transitions.,Students develop solutions for challenges in the built environment that arise as a result of societal transitions.,15,"['Den Bosch', 'Tilburg']",96,NLQF5,"Students analyze societal transitions such as climate change, energy transition and water management, and translate these developments into feasible solutions for the built environment.","['climate', 'change', 'adaptation', 'energy', 'transition', 'water', 'management', 'change', 'management', 'product', 'innovation']",0.43,197,2,49,2025-09-28T00:00:00.000Z,"['Research & Innovation', 'Spatial & Sustainable Development', 'Business, Finance & Economics']"
693c0ce3b5ad81e6e1d1c5f1,254,Module 2.1/2.3 Future-Oriented Design,"nature-inclusive design, post-human thinking, transition thinking, paradigm shift",Students are introduced to nature-inclusive design and post-human thinking and apply these perspectives to area development and housing-related design challenges.,Students are introduced to nature-inclusive design and post-human thinking and apply these perspectives to area development and housing-related design challenges.,15,"['Den Bosch', 'Tilburg']",97,NLQF5,Students learn to position future-oriented design challenges within a broader societal and ecological context. They critically reflect on sustainability debates such as green growth versus degrowth and apply transition thinking to develop well-founded design challenges in the built environment.,"['nature-inclusive', 'design', 'post-human', 'thinking', 'transition', 'thinking', 'paradigm', 'shift']",0.3,490,5,69,2025-11-26T00:00:00.000Z,"['Spatial & Sustainable Development', 'Social & Societal']"
693c0ce3b5ad81e6e1d1c5f2,255,Module 2.3 Data-Driven Design,"data-driven design, big data, BIM/GIS, parametric design, virtual reality, storytelling",Students use (big) data to design or improve elements of the built environment in order to enhance user experience and decision-making within design processes.,Students use (big) data to design or improve elements of the built environment in order to enhance user experience and decision-making within design processes.,15,"['Den Bosch', 'Tilburg']",94,NLQF5,"Students design a component of the built environment using data as a foundation for design choices, analysis and visualisation.","['data-driven', 'design', 'big-data', 'bim', 'gis', 'parametric-design', 'virtual-reality', 'storytelling']",0.83,125,2,78,2025-11-17T00:00:00.000Z,"['Technology & Digitalisation', 'Spatial & Sustainable Development', 'Creative & Media']"
693c0ce3b5ad81e6e1d1c5f3,256,Module 2.3 Material and Design,"biomimicry, tectonics and new materials, environmental impact, creative design, storytelling","Students work on design projects based on new materials and their properties, exploring how material choices influence form, function and sustainability in the built environment.","Students work on design projects based on new materials and their properties, exploring how material choices influence form, function and sustainability in the built environment.",15,"['Den Bosch', 'Tilburg']",96,NLQF5,Students design an object within the built environment using new materials and material properties as the basis for design decisions.,"['biomimicry', 'tectonics', 'new-materials', 'environmental-impact', 'creative-design', 'storytelling']",0.76,200,2,64,2025-11-27T00:00:00.000Z,"['Creative & Media', 'Spatial & Sustainable Development']"
693c0ce3b5ad81e6e1d1c5f4,257,Module 2.3 Project Management,"project management, lean, business administration, operations, investment models",This module focuses on modern project management and entrepreneurship in the built environment. Students explore which new management tools are required to respond to material and energy transitions.,This module focuses on modern project management and entrepreneurship in the built environment. Students explore which new management tools are required to respond to material and energy transitions.,15,"['Den Bosch', 'Tilburg']",95,NLQF5,"Students use project management methods to plan, execute and evaluate a project, taking into account the GROTIK aspects (scope, budget, risk, time, information and quality).","['project-management', 'lean', 'business-administration', 'operations', 'investment-models']",0.77,262,2,24,2025-09-02T00:00:00.000Z,"['Business, Finance & Economics']"
693c0ce3b5ad81e6e1d1c5f5,258,Module 3.4 Sustainable Built Environment – Energy Transition in Practice,"interdisciplinary collaboration, biobased construction, new materials",Students work on a case study focused on biobased construction and/or the energy transition. They collaborate interdisciplinarily with students from different fields of expertise.,Students work on a case study focused on biobased construction and/or the energy transition. They collaborate interdisciplinarily with students from different fields of expertise.,15,"['Den Bosch', 'Tilburg']",98,NLQF6,Students are able to collaborate interdisciplinarily on a societal challenge.,"['interdisciplinary', 'biobased', 'construction', 'new-materials']",0.8,478,2,74,2025-12-18T00:00:00.000Z,"['Technology & Digitalisation', 'Spatial & Sustainable Development']"
693c0ce3b5ad81e6e1d1c5f6,259,Module 3.4 Sustainable Built Environment – Health and Care,"interdisciplinary collaboration, wellbeing, building for healthcare","Students work on a case study focused on health, care and wellbeing within the built environment. They collaborate interdisciplinarily with students from different fields of expertise.","Students work on a case study focused on health, care and wellbeing within the built environment. They collaborate interdisciplinarily with students from different fields of expertise.",15,"['Den Bosch', 'Tilburg']",98,NLQF6,Students are able to collaborate interdisciplinarily on a societal challenge.,"['interdisciplinary', 'wellbeing', 'construction', 'healthcare']",0.35,425,3,75,2025-09-26T00:00:00.000Z,"['Technology & Digitalisation', 'Health & Care']"
693c0ce3b5ad81e6e1d1c5f7,260,Module 3.4 Sustainable Built Environment – Safe and Resilient City,"interdisciplinary collaboration, built environment, resilient city",Students work on a case study focused on a safe and resilient city within the built environment. They collaborate interdisciplinarily with students from different fields of expertise.,Students work on a case study focused on a safe and resilient city within the built environment. They collaborate interdisciplinarily with students from different fields of expertise.,15,"['Den Bosch', 'Tilburg']",98,NLQF6,Students are able to collaborate interdisciplinarily on a societal challenge.,"['interdisciplinary', 'built', 'environment', 'resilient', 'city']",0.53,480,1,52,2025-09-14T00:00:00.000Z,"['Technology & Digitalisation', 'Spatial & Sustainable Development']"
693c0ce3b5ad81e6e1d1c5f8,261,Module 3.4 Sustainable Built Environment – Wellbeing Economy,"interdisciplinary collaboration, wellbeing, value-based thinking",Students work on a case study focused on broad prosperity and new forms of entrepreneurship within the built environment. They collaborate interdisciplinarily with students from different fields of expertise.,Students work on a case study focused on broad prosperity and new forms of entrepreneurship within the built environment. They collaborate interdisciplinarily with students from different fields of expertise.,15,"['Den Bosch', 'Tilburg']",98,NLQF6,Students are able to collaborate interdisciplinarily on a societal challenge.,"['interdisciplinary', 'wellbeing', 'value-based', 'thinking']",0.38,170,4,73,2025-10-29T00:00:00.000Z,['Technology & Digitalisation']
693c0ce3b5ad81e6e1d1c5f9,262,Module 4.1 Future-Proof Entrepreneurship in the Built Environment (new minor),"entrepreneurship, sustainability, Lean, business administration","Elective module focused on modern entrepreneurship within the built environment, with attention to continuous improvement and sustainability.","Elective module focused on modern entrepreneurship within the built environment, with attention to continuous improvement and sustainability.",30,['Tilburg'],96,NLQF6,Students experience what it means to operate as an entrepreneur in a sustainable way within the built environment.,"['entrepreneurship', 'sustainability', 'lean', 'business', 'administration']",0.86,265,2,20,2025-10-26T00:00:00.000Z,"['Spatial & Sustainable Development', 'Business, Finance & Economics']"
693c0ce3b5ad81e6e1d1c5fa,263,"Module 4.1/4.2: BIM, Digitalisation and Virtual Construction (existing minor – further development)","digitalisation, Building Information Modelling, innovation, Virtual Reality, Digital Twins","Students develop the skills required for the digitalisation of the construction sector. They learn to work with modern ICT tools for Building Information Modelling/Management (BIM), gain hands-on experience with leading organisations in the professional field, and explore topics such as Digital Twins, Virtual Reality, programming and AI.","Students develop the skills required for the digitalisation of the construction sector. They learn to work with modern ICT tools for Building Information Modelling/Management (BIM), gain hands-on experience with leading organisations in the professional field, and explore topics such as Digital Twins, Virtual Reality, programming and AI.",30,['Den Bosch'],99,NLQF6,Students are able to apply modern BIM and ICT tools and innovative digital technologies to the development of the built environment. They can actively contribute to digital transformation processes within companies in the construction and infrastructure sectors.,"['digitalisation', 'building', 'information', 'modelling', 'innovation', 'virtual', 'reality', 'digital', 'twins']",0.71,332,5,37,2025-12-24T00:00:00.000Z,"['Technology & Digitalisation', 'Research & Innovation']"
693c0ce3b5ad81e6e1d1c5fb,264,Module 4.1/4.2: Circular Structural Design (existing minor),"sustainability, circularity, footprint, (biobased) material reuse",This elective module focuses on structural design with an emphasis on circular use of raw materials and construction materials. Students explore how to reduce environmental impact through sustainable and circular material choices within the domain of the built environment.,This elective module focuses on structural design with an emphasis on circular use of raw materials and construction materials. Students explore how to reduce environmental impact through sustainable and circular material choices within the domain of the built environment.,30,['Den Bosch'],100,NLQF6,"Students are able to develop structural designs that take into account circular principles and the (re)use of biobased materials, considering both current and future sustainability requirements.","['sustainability', 'circularity', 'footprint', 'biobased', 'material', 'reuse']",0.52,137,2,51,2025-09-07T00:00:00.000Z,['Spatial & Sustainable Development']
693c0ce3b5ad81e6e1d1c5fc,265,Module 4.1/4.2: CO2 Negative Design (existing minor),"sustainability, footprint, environmental impact, spatial design, biobased construction","This elective module focuses on spatial design in the transition towards biobased construction. Students explore the use of rapidly renewable materials, supply chain integration with biobased material producers, and strategies to reduce—and ultimately reverse—the environmental impact of material use within the built environment.","This elective module focuses on spatial design in the transition towards biobased construction. Students explore the use of rapidly renewable materials, supply chain integration with biobased material producers, and strategies to reduce—and ultimately reverse—the environmental impact of material use within the built environment.",30,['Tilburg'],97,NLQF6,"Students are able to design spatial solutions within the built environment that contribute to CO2 reduction or CO2 negativity. They can apply principles of biobased construction, assess material-related environmental impact, and integrate sustainability and circularity considerations into spatial design concepts.","['sustainability', 'footprint', 'environmental impact', 'spatial', 'design', 'biobased', 'construction']",0.34,27,5,66,2025-09-03T00:00:00.000Z,['Spatial & Sustainable Development']
693c0ce3b5ad81e6e1d1c5fd,266,Module 4.1/4.2: Disruptive Events: Migration Policy and Practice,"migration, resilience, crisis response, risk management, policy and governance","In this module, students explore one of the major disruptive issues affecting Europe in recent years: migration. The module focuses on governance and migration policy, radicalization and terrorism, ethics, and resilience in times of crisis. Through two international field trips, students conduct participatory research in refugee camps (such as Athens, Calais, or Palermo) to gain first-hand insight into migration practices and policy implementation.","In this module, students explore one of the major disruptive issues affecting Europe in recent years: migration. The module focuses on governance and migration policy, radicalization and terrorism, ethics, and resilience in times of crisis. Through two international field trips, students conduct participatory research in refugee camps (such as Athens, Calais, or Palermo) to gain first-hand insight into migration practices and policy implementation.",15,['Tilburg'],101,NLQF6,"Students are able to analyse migration as a disruptive societal phenomenon by critically assessing migration policies, governance structures, and ethical considerations. They can apply participatory research methods in an international context, reflect on resilience and crisis response practices, and translate field-based insights into policy-oriented and practice-oriented recommendations.","['migration', 'resilience', 'crisis response', 'risk management', 'policy', 'governance']",0.5,290,3,68,2025-12-20T00:00:00.000Z,"['Society & Governance', 'International Studies']"
693c0ce3b5ad81e6e1d1c5fe,267,Module 4.1/4.2: Drowning Cities (existing minor),"Spatial design, global and national water challenges, climate adaptation, biobased construction, interdisciplinary, multicultural","An interdisciplinary team of students (urban planners, architects and civil/water managers) works together to address the growing threat of water in inhabited areas worldwide. Flooding and drought are global challenges that increasingly affect the liveability of cities. Students collaborate with an international peer team in Vietnam to develop sustainable, climate-adaptive and flood-resilient solutions for urbanized areas.","An interdisciplinary team of students (urban planners, architects and civil/water managers) works together to address the growing threat of water in inhabited areas worldwide. Flooding and drought are global challenges that increasingly affect the liveability of cities. Students collaborate with an international peer team in Vietnam to develop sustainable, climate-adaptive and flood-resilient solutions for urbanized areas.",30,['Tilburg'],94,NLQF6,"Students develop design and research skills and operate as an expert within an interdisciplinary team. They create and test innovative and sustainable design concepts in which water is treated as a guiding and structuring element. Students analyse stakeholders and their interests, translate design requirements into spatial, architectural and water-related proposals, apply principles of the Dutch approach to water management in an international context, and make well-founded design decisions related to climate change and sustainability.","['spatial design', 'water challenges', 'climate adaptation', 'biobased construction', 'interdisciplinary', 'multicultural']",0.51,499,5,30,2025-09-23T00:00:00.000Z,"['Spatial & Sustainable Development', 'Internationalisation']"
693c0ce3b5ad81e6e1d1c5ff,268,Module 4.1/4.2: Infrastructure (existing minor – further development),"Infrastructure, public procurement, sustainability, CO2 reduction","Students participate in a realistic public procurement process in which they take on the role of a contractor. They develop and submit a tender proposal for the construction of a section of highway, with attention to technical, financial and sustainability aspects.","Students participate in a realistic public procurement process in which they take on the role of a contractor. They develop and submit a tender proposal for the construction of a section of highway, with attention to technical, financial and sustainability aspects.",30,['Den Bosch'],102,NLQF6,To be determined.,"['infrastructure', 'public procurement', 'sustainability', 'CO2 reduction']",0.77,232,4,40,2025-12-19T00:00:00.000Z,"['Engineering & Technology', 'Spatial & Sustainable Development']"
693c0ce3b5ad81e6e1d1c600,269,Module 4.1/4.2: City of the Future (existing minor),"Urban development, spatial planning, social challenges, technology","The overall objective of this minor is to develop the ability to create forward-looking spatial, social and/or technological plans. These interdisciplinary plans aim to formulate well-founded responses to the urban challenges of the future.","The overall objective of this minor is to develop the ability to create forward-looking spatial, social and/or technological plans. These interdisciplinary plans aim to formulate well-founded responses to the urban challenges of the future.",30,['Tilburg'],103,NLQF6,To be determined.,"['urban', 'development', 'spatial', 'social', 'technology']",0.71,63,1,45,2025-12-16T00:00:00.000Z,"['Engineering & Technology', 'Spatial & Sustainable Development', 'Social & Societal']"
693c0ce3b5ad81e6e1d1c601,270,Module 4.1/4.2: Construction Execution CT (new minor),"Project execution, built environment",Students work on the execution phase of a civil engineering or building construction project.,Students work on the execution phase of a civil engineering or building construction project.,30,"['Den Bosch', 'Tilburg']",104,NLQF6,Students are able to execute a civil engineering or construction project in a demonstrably sustainable manner.,"['execution', 'built', 'environment']",0.88,67,5,44,2025-12-20T00:00:00.000Z,['Spatial & Sustainable Development']
693c0ce3b5ad81e6e1d1c602,271,Minor CSBS,"Advising, reporting, culture, export planning, internationalisation",Students learn how to develop a sustainable export plan.,Students learn how to develop a sustainable export plan.,30,['Den Bosch'],101,NLQF6,Students are able to advise on and develop a sustainable export plan.,"['advising', 'reporting', 'culture', 'export plan', 'internationalisation']",0.61,332,5,41,2025-12-18T00:00:00.000Z,"['International', 'Social & Societal']"
693c0ce3b5ad81e6e1d1c603,272,Sustainable Business Models,"Sustainability, business models, consultancy",Students learn how to apply sustainable business models.,Students learn how to apply sustainable business models.,15,['Den Bosch'],101,NLQF5,Applying and advising on sustainable business models.,"['sustainability', 'business', 'models', 'consultancy']",0.38,369,1,78,2025-09-18T00:00:00.000Z,"['Spatial & Sustainable Development', 'Business, Finance & Economics']"
693c0ce3b5ad81e6e1d1c604,273,Bossche Impact Studio - basic,"Design thinking, methodology, design, application",Students learn to create an improvement design using the design thinking methodology.,Students learn to create an improvement design using the design thinking methodology.,15,['Den Bosch'],101,NLQF5,Creating an improvement design using Design Thinking,"['design', 'thinking', 'methodology', 'design', 'application']",0.76,183,4,46,2025-10-08T00:00:00.000Z,['Creative & Media']
693c0ce3b5ad81e6e1d1c605,274,Lean Yellow Belt,"Lean, yellow belt, process improvement, consulting",Students obtain a Yellow Belt certificate.,Students obtain a Yellow Belt certificate.,15,['Den Bosch'],101,NLQF5,Obtaining a Yellow Belt certificate,"['lean', 'process improvement', 'consulting']",0.79,289,2,68,2025-12-08T00:00:00.000Z,"['Engineering & Technology', 'Business, Finance & Economics']"
693c0ce3b5ad81e6e1d1c606,275,Doctor Business,"Business analysis, strategic thinking, consulting",Students learn to analyze a company in a strategic and integrated way and provide professional advice.,Students learn to analyze a company in a strategic and integrated way and provide professional advice.,15,['Den Bosch'],101,NLQF5,Providing strategic advice on a business situation,"['business analysis', 'strategic', 'thinking', 'consulting']",0.66,123,5,32,2025-12-24T00:00:00.000Z,"['Business, Finance & Economics']"
693c0ce3b5ad81e6e1d1c607,276,Data-Driven Business,"Digitalization, data-driven, business, decision-making, research",Students learn to use data as a basis for decision-making.\nStudents learn how to apply data-driven business.,Students learn to use data as a basis for decision-making.\nStudents learn how to apply data-driven business.,15,['Den Bosch'],101,NLQF5,Applying data-driven business to organizational challenges,"['digitalization', 'data-driven', 'business', 'decision-making', 'research']",0.8,297,1,52,2025-09-15T00:00:00.000Z,"['Technology & Digitalization', 'Research & Innovation', 'Business, Finance & Economics']"
693c0ce3b5ad81e6e1d1c608,277,Employment Law,"legal, employment relations, ethics","As an HR professional or manager, it is important to be able to navigate this legal landscape smoothly. In practice, this means having knowledge of current developments across the various areas of law, but in modern professional practice it is equally important to possess the right skills and competencies. Therefore, alongside the theoretical component, this module offers ample space for training sessions and workshops focused on developing skills such as advisory skills, legal reasoning, and conflict management.","As an HR professional or manager, it is important to be able to navigate this legal landscape smoothly. In practice, this means having knowledge of current developments across the various areas of law, but in modern professional practice it is equally important to possess the right skills and competencies. Therefore, alongside the theoretical component, this module offers ample space for training sessions and workshops focused on developing skills such as advisory skills, legal reasoning, and conflict management.",15,['Den Bosch'],101,NLQF5,To be determined,"['legal', 'employment relations', 'ethics']",0.62,440,3,53,2025-11-03T00:00:00.000Z,['Legal']
